name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram,speed_to_price,total_ram_to_price
PNY XLR8 16 GB,37.99,3600,10.0,18.0,2.0,8.0,4,16.0,94.76177941563569,0.42116346406949196
Corsair Vengeance RGB Pro SL 32 GB,129.99,3600,10.0,18.0,4.0,8.0,4,32.0,27.694438033694897,0.24617278252173241
G.Skill Aegis 16 GB,33.99,3000,10.667,16.0,1.0,16.0,4,16.0,88.261253309797,0.4707266843189173
Kingston FURY Beast 32 GB,87.3,2666,12.003,16.0,2.0,16.0,4,32.0,30.538373424971365,0.36655211912943875
Crucial Ballistix Sport LT 8 GB,159.0,2400,13.333,16.0,1.0,8.0,4,8.0,15.09433962264151,0.050314465408805034
G.Skill Trident Z Neo 32 GB,479.82,3600,7.778,14.0,2.0,16.0,4,32.0,7.502813555083156,0.06669167604518361
Mushkin Redline Lumina White 32 GB,107.99,6400,10.0,32.0,2.0,16.0,5,32.0,59.26474673580888,0.29632373367904435
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,3600,10.0,18.0,2.0,32.0,4,64.0,30.511060259344013,0.5424188490550047
TEAMGROUP Xtreem 32 GB,179.99,7600,9.474,36.0,2.0,16.0,5,32.0,42.224568031557304,0.17778765486971498
Patriot Viper 4 Blackout 16 GB,39.99,3600,10.0,18.0,2.0,8.0,4,16.0,90.0225056264066,0.4001000250062515
Kingston Fury Beast RGB Special Edition 32 GB,101.25,3200,10.0,16.0,2.0,16.0,4,32.0,31.604938271604937,0.3160493827160494
G.Skill Trident Z 16 GB,56.86,3200,10.0,16.0,2.0,8.0,4,16.0,56.27857896588111,0.28139289482940555
Kingston FURY Beast 16 GB,66.54,5200,13.846,36.0,1.0,16.0,5,16.0,78.14848211602043,0.24045686804929364
G.Skill Value 8 GB,21.12,2666,14.254,19.0,1.0,8.0,4,8.0,126.2310606060606,0.3787878787878788
G.Skill Ripjaws V 64 GB,3351.65,3200,9.375,15.0,4.0,16.0,4,64.0,0.9547536288096907,0.019095072576193816
Kingston FURY Impact 32 GB,117.98,5600,14.286,40.0,2.0,16.0,5,32.0,47.465672147821664,0.27123241227326667
Corsair Dominator Platinum RGB 32 GB,159.99,6000,12.0,36.0,2.0,16.0,5,32.0,37.50234389649353,0.2000125007812988
Kingston Fury Renegade RGB 16 GB,62.99,3600,8.889,16.0,2.0,8.0,4,16.0,57.151928877599616,0.25400857278933164
Patriot Viper Elite II 16 GB,33.99,2666,12.003,16.0,2.0,8.0,4,16.0,78.4348337746396,0.4707266843189173
Kingston FURY Beast RGB 64 GB,204.99,4800,15.833,38.0,2.0,32.0,5,64.0,23.415776379335576,0.31221035172447437
TEAMGROUP T-Force Delta RGB 64 GB,164.99,5200,15.385,40.0,2.0,32.0,5,64.0,31.5170616400994,0.38790229710891566
Kingston FURY Beast 32 GB,109.59,5200,15.385,40.0,1.0,32.0,5,32.0,47.449584816132855,0.29199744502235603
Patriot Viper Steel 16 GB,137.26,4000,8.0,16.0,2.0,8.0,4,16.0,29.141774734081306,0.11656709893632523
Corsair Vengeance 32 GB,91.99,4800,16.667,40.0,2.0,16.0,5,32.0,52.179584737471465,0.3478638982498098
Kingston Fury Renegade RGB 64 GB,259.99,6400,10.0,32.0,2.0,32.0,5,64.0,24.616331397361435,0.24616331397361435
Crucial CT32G56C46U5 32 GB,108.99,5600,16.429,46.0,1.0,32.0,5,32.0,51.380860629415544,0.2936049178823745
Corsair Vengeance LPX 32 GB,109.99,3000,10.0,15.0,2.0,16.0,4,32.0,27.27520683698518,0.29093553959450863
G.Skill Flare X5 48 GB,154.99,6000,13.333,40.0,2.0,24.0,5,48.0,38.712174979030905,0.3096973998322472
Patriot Viper Venom 32 GB,99.99,6600,10.303,34.0,2.0,16.0,5,32.0,66.00660066006601,0.32003200320032005
G.Skill Trident Z Royal Elite 32 GB,282.25,4800,8.333,20.0,2.0,16.0,4,32.0,17.006200177147917,0.1133746678476528
Corsair Dominator Platinum RGB 16 GB,79.98,4000,9.5,19.0,2.0,8.0,4,16.0,50.01250312578144,0.20005001250312576
Mushkin Redline Lumina White 64 GB,200.98,6400,10.0,32.0,2.0,32.0,5,64.0,31.843964573589414,0.3184396457358941
TEAMGROUP Elite Plus 32 GB,76.98,4800,16.667,40.0,1.0,32.0,5,32.0,62.35385814497272,0.41569238763315147
Samsung M393A1G40EB1-CPB 8 GB,14.99,2133,14.065,15.0,1.0,8.0,4,8.0,142.29486324216143,0.533689126084056
Corsair Vengeance RGB RS 8 GB,34.99,3600,10.0,18.0,1.0,8.0,4,8.0,102.88653901114604,0.2286367533581023
Kingston ValueRAM 8 GB,24.35,2400,14.167,17.0,1.0,8.0,4,8.0,98.56262833675564,0.32854209445585214
ADATA XPG CASTER RGB 32 GB,438.93,6400,12.5,40.0,2.0,16.0,5,32.0,14.580912674002688,0.07290456337001344
Addlink Spider X4 32 GB,86.44,3200,10.0,16.0,2.0,16.0,4,32.0,37.019898195279964,0.37019898195279966
G.Skill Trident Z5 Neo 32 GB,112.99,6000,12.0,36.0,2.0,16.0,5,32.0,53.10204442871051,0.2832109036197894
TEAMGROUP T-Force Xtreem ARGB 16 GB,54.99,3600,10.0,18.0,2.0,8.0,4,16.0,65.46644844517185,0.29096199308965265
ADATA XPG LANCER RGB 32 GB,128.77,6000,13.333,40.0,2.0,16.0,5,32.0,46.59470373534208,0.24850508658849108
G.Skill FORTIS 64 GB,137.11,2400,12.5,15.0,4.0,16.0,4,64.0,17.50419371307709,0.46677849901538904
Corsair Vengeance RGB Pro 16 GB,64.98,3600,10.0,18.0,2.0,8.0,4,16.0,55.40166204986149,0.24622960911049552
Corsair Vengeance RGB Pro 32 GB,94.99,3000,10.667,16.0,2.0,16.0,4,32.0,31.582271818086117,0.33687756605958524
Patriot Viper Steel 16 GB,43.99,3600,9.444,17.0,2.0,8.0,4,16.0,81.83678108661059,0.36371902705160264
G.Skill Trident Z Royal 32 GB,141.07,3600,8.889,16.0,2.0,16.0,4,32.0,25.51924576451407,0.22683774012901398
TEAMGROUP T-Force Vulcan Z 16 GB,37.99,3600,10.0,18.0,2.0,8.0,4,16.0,94.76177941563569,0.42116346406949196
Corsair Vengeance RGB Pro 8 GB,34.99,3200,10.0,16.0,1.0,8.0,4,8.0,91.45470134324093,0.2286367533581023
G.Skill Trident Z RGB 16 GB,116.78,4266,8.908,19.0,2.0,8.0,4,16.0,36.530227778729234,0.13700976194553863
Kingston FURY Beast RGB 8 GB,48.38,5600,14.286,40.0,1.0,8.0,5,8.0,115.75031004547333,0.1653575857792476
Kingston ValueRAM 16 GB,43.3,2666,14.254,19.0,1.0,16.0,4,16.0,61.570438799076214,0.3695150115473441
Corsair Vengeance RGB 48 GB,159.99,5200,14.615,38.0,2.0,24.0,5,48.0,32.50203137696106,0.3000187511719482
ADATA XPG Lancer Blade RGB 32 GB,139.99,6400,10.0,32.0,2.0,16.0,5,32.0,45.71755125366097,0.22858775626830485
G.Skill Trident Z 32 GB,109.99,6000,10.0,30.0,2.0,16.0,5,32.0,54.55041367397036,0.29093553959450863
Mushkin Redline Lumina 32 GB,109.99,6400,10.0,32.0,2.0,16.0,5,32.0,58.187107918901724,0.29093553959450863
TEAMGROUP Elite Plus 16 GB,59.99,6000,13.333,40.0,1.0,16.0,5,16.0,100.01666944490748,0.26671111851975327
Corsair Vengeance RGB 48 GB,195.99,7000,11.429,40.0,2.0,24.0,5,48.0,35.71610796469207,0.24491045461503136
Kingston FURY Renegade 16 GB,109.99,6400,10.0,32.0,1.0,16.0,5,16.0,58.187107918901724,0.14546776979725431
G.Skill Ripjaws V 8 GB,20.99,2666,14.254,19.0,1.0,8.0,4,8.0,127.01286326822297,0.38113387327298714
Kingston FURY Beast 16 GB,47.82,3200,10.0,16.0,1.0,16.0,4,16.0,66.91760769552488,0.3345880384776244
Silicon Power SP032GBSVU480F22 32 GB,89.99,4800,16.667,40.0,2.0,16.0,5,32.0,53.33925991776864,0.35559506611845765
Kingston FURY Beast 64 GB,233.4,5600,12.857,36.0,2.0,32.0,5,64.0,23.99314481576692,0.27420736932305056
Kingston FURY Beast RGB 32 GB,126.99,6000,13.333,40.0,1.0,32.0,5,32.0,47.24781478856603,0.25198834553901883
Corsair Vengeance RGB 48 GB,169.99,5600,14.286,40.0,2.0,24.0,5,48.0,32.94311430084122,0.2823695511500676
Corsair Vengeance RGB RS 64 GB,154.99,3200,10.0,16.0,2.0,32.0,4,64.0,20.646493322149816,0.4129298664429963
Timetec PINNACLE Konduit 32 GB,66.55,3200,10.0,16.0,2.0,16.0,4,32.0,48.08414725770098,0.48084147257700977
Kingston Fury Beast RGB Special Edition 8 GB,33.98,3200,10.0,16.0,1.0,8.0,4,8.0,94.17304296645086,0.23543260741612715
Mushkin Redline Lumina 32 GB,79.98,4000,9.0,18.0,2.0,16.0,4,32.0,50.01250312578144,0.4001000250062515
Corsair Vengeance 48 GB,159.99,5600,14.286,40.0,2.0,24.0,5,48.0,35.00218763672729,0.3000187511719482
Crucial CT32G4RFD432A 32 GB,77.5,3200,13.75,22.0,1.0,32.0,4,32.0,41.29032258064516,0.4129032258064516
Corsair Vengeance 64 GB,204.99,5600,14.286,40.0,2.0,32.0,5,64.0,27.318405775891506,0.31221035172447437
Kingston FURY Renegade 32 GB,176.15,6400,10.0,32.0,2.0,16.0,5,32.0,36.33267101901788,0.1816633550950894
Corsair Dominator Platinum RGB 16 GB,79.98,3200,10.0,16.0,2.0,8.0,4,16.0,40.010002500625156,0.20005001250312576
Kingston FURY Beast 16 GB,45.99,3600,10.0,18.0,1.0,16.0,4,16.0,78.27788649706457,0.34790171776473144
Corsair ValueSelect 16 GB,49.98,2666,13.503,18.0,1.0,16.0,4,16.0,53.34133653461385,0.3201280512204882
Kingston FURY 64 GB,253.22,5600,14.286,40.0,2.0,32.0,5,64.0,22.115156780665036,0.2527446489218861
Thermaltake TOUGHRAM XG RGB 64 GB,549.99,4000,9.5,19.0,2.0,32.0,4,64.0,7.2728595065364825,0.11636575210458372
Corsair Dominator Platinum RGB 32 GB,174.99,6000,10.0,30.0,2.0,16.0,5,32.0,34.287673581347505,0.18286759243385337
G.Skill Ripjaws S5 64 GB,197.99,5600,10.714,30.0,2.0,32.0,5,64.0,28.284256780645485,0.3232486489216627
G.Skill Sniper X 32 GB,71.84,2400,14.167,17.0,4.0,8.0,4,32.0,33.40757238307349,0.4454342984409799
G.Skill Ripjaws V 32 GB,146.93,3200,10.0,16.0,4.0,8.0,4,32.0,21.77907847274212,0.21779078472742122
Patriot Viper Xtreme 5 RGB 32 GB,154.99,7600,9.474,36.0,2.0,16.0,5,32.0,49.03542164010581,0.20646493322149814
Crucial CT2K32G4DFD832A 64 GB,134.94,3200,13.75,22.0,2.0,32.0,4,64.0,23.714243367422558,0.47428486734845116
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,87.15,3200,13.75,22.0,1.0,32.0,4,32.0,36.71830177854274,0.3671830177854274
Mushkin Enhanced Redline Stiletto 16 GB,66.98,3200,10.0,16.0,2.0,8.0,4,16.0,47.775455359808895,0.23887727679904447
TEAMGROUP T-Force Delta RGB 48 GB,359.99,6800,10.588,36.0,2.0,24.0,5,48.0,18.889413594822077,0.13333703713992054
OLOy Blade RGB 32 GB,169.99,7800,9.231,36.0,2.0,16.0,5,32.0,45.88505206188599,0.18824636743337841
G.Skill Trident Z 32 GB,118.99,6400,10.0,32.0,2.0,16.0,5,32.0,53.78603243970082,0.2689301621985041
G.Skill Trident Z Neo 16 GB,119.99,3600,7.778,14.0,2.0,8.0,4,16.0,30.002500208350696,0.13334444537044754
G.Skill Trident Z Royal 64 GB,209.99,3000,10.667,16.0,4.0,16.0,4,64.0,14.286394590218581,0.3047764179246631
TEAMGROUP T-Force Delta RGB 64 GB,174.99,5600,12.857,36.0,2.0,32.0,5,64.0,32.00182867592434,0.36573518486770673
Kingston Fury Renegade RGB 32 GB,227.25,7200,10.556,38.0,2.0,16.0,5,32.0,31.683168316831683,0.1408140814081408
Kingston Fury Renegade RGB 48 GB,197.76,6000,10.667,32.0,1.0,48.0,5,48.0,30.33980582524272,0.24271844660194175
G.Skill Trident Z 32 GB,116.99,6000,10.0,30.0,2.0,16.0,5,32.0,51.2864347380118,0.27352765193606293
Mushkin Enhanced Redline Stiletto 64 GB,167.99,3200,8.75,14.0,2.0,32.0,4,64.0,19.048752901958448,0.380975058039169
Corsair Vengeance RGB 32 GB,129.99,5600,12.857,36.0,2.0,16.0,5,32.0,43.08023694130318,0.24617278252173241
G.Skill Trident Z5 RGB 48 GB,224.99,7600,10.0,38.0,2.0,24.0,5,48.0,33.77927907907018,0.21334281523623272
Kingston Server Premier 32 GB,153.66,5200,16.154,42.0,1.0,32.0,5,32.0,33.840947546531304,0.2082519849017311
Corsair Vengeance RGB 48 GB,194.99,6400,11.25,36.0,2.0,24.0,5,48.0,32.8221960100518,0.24616647007538847
Corsair Dominator Platinum RGB 32 GB,157.91,3200,10.0,16.0,4.0,8.0,4,32.0,20.26470774491799,0.20264707744917992
G.Skill Ripjaws V 8 GB,29.99,2133,14.065,15.0,2.0,4.0,4,8.0,71.12370790263421,0.26675558519506504
Kingston FURY Beast 16 GB,46.93,2666,12.003,16.0,1.0,16.0,4,16.0,56.80801193266567,0.34093330492222457
Gigabyte AORUS RGB 16 GB,279.0,3600,10.0,18.0,2.0,8.0,4,16.0,12.903225806451612,0.05734767025089606
Crucial CT16G48C40S5 16 GB,44.99,4800,16.667,40.0,1.0,16.0,5,16.0,106.69037563903089,0.3556345854634363
TEAMGROUP Elite 16 GB,57.5,5200,16.154,42.0,1.0,16.0,5,16.0,90.43478260869566,0.2782608695652174
G.Skill Trident Z5 64 GB,199.99,6000,10.667,32.0,2.0,32.0,5,64.0,30.001500075003747,0.32001600080004
Corsair Vengeance RGB RT 64 GB,164.99,3200,10.0,16.0,2.0,32.0,4,64.0,19.395114855445783,0.38790229710891566
Kingston FURY Renegade 16 GB,76.56,6000,10.667,32.0,1.0,16.0,5,16.0,78.36990595611285,0.2089864158829676
Kingston FURY Renegade 16 GB,53.09,6000,10.667,32.0,1.0,16.0,5,16.0,113.01563382934638,0.3013750235449237
TEAMGROUP T-Force Delta RGB 32 GB,124.99,7000,9.714,34.0,2.0,16.0,5,32.0,56.00448035842868,0.2560204816385311
Corsair Vengeance RGB Pro SL 16 GB,55.0,3200,10.0,16.0,2.0,8.0,4,16.0,58.18181818181818,0.2909090909090909
Kingston FURY 64 GB,290.8,5600,14.286,40.0,4.0,16.0,5,64.0,19.257221458046768,0.2200825309491059
Silicon Power SU064GBSVU480F22AB 64 GB,139.99,4800,16.667,40.0,2.0,32.0,5,64.0,34.28816344024573,0.4571755125366097
G.Skill Trident Z5 Neo RGB 48 GB,164.99,6000,13.333,40.0,2.0,24.0,5,48.0,36.36584035396084,0.29092672283168675
TEAMGROUP T-Force Vulcan Z 64 GB,114.99,3200,10.0,16.0,2.0,32.0,4,64.0,27.82850682668058,0.5565701365336116
G.Skill Trident Z5 RGB 32 GB,117.99,6000,12.0,36.0,2.0,16.0,5,32.0,50.85176709890669,0.27120942452750235
Kingston FURY 32 GB,133.55,5200,15.385,40.0,2.0,16.0,5,32.0,38.93672781729689,0.239610632721827
G.Skill Trident Z 32 GB,2094.5,3000,9.333,14.0,2.0,16.0,4,32.0,1.43232275005968,0.015278109333969921
Patriot Signature Line 32 GB,44.99,2666,14.254,19.0,1.0,32.0,4,32.0,59.257612802845074,0.7112691709268726
TEAMGROUP T-Force Vulcan 32 GB,99.99,6400,12.5,40.0,2.0,16.0,5,32.0,64.00640064006402,0.32003200320032005
Mushkin Redline Lumina White 64 GB,189.99,6000,12.0,36.0,2.0,32.0,5,64.0,31.58060950576346,0.33685983472814357
Patriot Viper Steel RGB 64 GB,124.99,3200,11.25,18.0,2.0,32.0,4,64.0,25.60204816385311,0.5120409632770622
Corsair Vengeance RGB Pro 64 GB,734.8,2666,12.003,16.0,4.0,16.0,4,64.0,3.6281981491562334,0.08709853021230267
G.Skill Aegis 8 GB,26.9,2400,12.5,15.0,2.0,4.0,4,8.0,89.2193308550186,0.29739776951672864
Corsair Vengeance LED 64 GB,853.86,3200,10.0,16.0,4.0,16.0,4,64.0,3.7476869744454593,0.07495373948890918
PNY XLR8 Gaming EPIC-X RGB 8 GB,53.54,3200,10.0,16.0,1.0,8.0,4,8.0,59.76839745984311,0.14942099364960776
Mushkin Redline ST 32 GB,109.99,6400,10.0,32.0,2.0,16.0,5,32.0,58.187107918901724,0.29093553959450863
Mushkin Redline Lumina 32 GB,84.99,4133,9.194,19.0,2.0,16.0,4,32.0,48.62925050005883,0.37651488410401224
G.Skill Ripjaws S5 64 GB,189.99,5600,10.714,30.0,2.0,32.0,5,64.0,29.475235538712564,0.33685983472814357
G.Skill Trident Z5 RGB 48 GB,229.99,7600,10.0,38.0,2.0,24.0,5,48.0,33.044914996304186,0.2087047262924475
Crucial CT2K8G48C40S5 16 GB,52.64,4800,16.667,40.0,2.0,8.0,5,16.0,91.1854103343465,0.303951367781155
Kingston FURY 16 GB,71.84,5600,14.286,40.0,1.0,16.0,5,16.0,77.95100222717149,0.22271714922048996
Kingston FURY Beast 32 GB,109.26,3600,10.0,18.0,4.0,8.0,4,32.0,32.948929159802304,0.29287937030935385
Crucial CT16G4DFD8266 16 GB,39.0,2666,14.254,19.0,1.0,16.0,4,16.0,68.35897435897436,0.41025641025641024
Kingston FURY Renegade 32 GB,249.99,8000,9.5,38.0,2.0,16.0,5,32.0,32.001280051202045,0.1280051202048082
Kingston HyperX Fury RGB 32 GB,219.65,3200,10.0,16.0,4.0,8.0,4,32.0,14.568631914409288,0.14568631914409289
Kingston Fury Renegade RGB 16 GB,167.43,8000,9.5,38.0,1.0,16.0,5,16.0,47.78116227677238,0.09556232455354476
Mushkin Enhanced Redline Stiletto 64 GB,169.99,3600,8.889,16.0,2.0,32.0,4,64.0,21.177716336255074,0.37649273486675683
TEAMGROUP Xtreem 48 GB,259.99,7600,9.474,36.0,2.0,24.0,5,48.0,29.231893534366705,0.18462248548021076
Kingston FURY Beast 32 GB,82.45,3600,9.444,17.0,1.0,32.0,4,32.0,43.66282595512432,0.38811400848999394
Corsair Dominator Platinum RGB 32 GB,204.99,7000,9.714,34.0,2.0,16.0,5,32.0,34.14800721986438,0.15610517586223718
Corsair Vengeance RGB 64 GB,205.0,5600,14.286,40.0,2.0,32.0,5,64.0,27.317073170731707,0.3121951219512195
G.Skill Trident Z5 RGB 48 GB,149.99,5600,14.286,40.0,2.0,24.0,5,48.0,37.33582238815921,0.32002133475565037
ADATA XPG SPECTRIX D50 32 GB,179.16,3600,10.0,18.0,1.0,32.0,4,32.0,20.093770931011388,0.17861129716454566
G.Skill Trident Z5 RGB 32 GB,119.99,6000,10.667,32.0,2.0,16.0,5,32.0,50.00416701391783,0.2666888907408951
Crucial CT2K16G4SFRA32A 32 GB,69.34,3200,13.75,22.0,2.0,16.0,4,32.0,46.14940871070089,0.4614940871070089
Patriot Viper Steel 32 GB,59.99,3200,10.0,16.0,1.0,32.0,4,32.0,53.34222370395066,0.5334222370395065
G.Skill Trident Z Neo 16 GB,59.99,3200,10.0,16.0,2.0,8.0,4,16.0,53.34222370395066,0.26671111851975327
TEAMGROUP T-Force Vulcan alpha 32 GB,89.99,5600,14.286,40.0,2.0,16.0,5,32.0,62.229136570730084,0.35559506611845765
Corsair Vengeance RGB Pro 32 GB,144.99,3600,8.889,16.0,4.0,8.0,4,32.0,24.82929857231533,0.2207048761983585
Corsair Vengeance 48 GB,182.35,6400,11.25,36.0,2.0,24.0,5,48.0,35.09734027968193,0.26323005209761446
Patriot Viper Xtreme 5 RGB 32 GB,174.99,7800,9.744,38.0,2.0,16.0,5,32.0,44.57397565575175,0.18286759243385337
Crucial Ballistix 16 GB,104.99,2666,12.003,16.0,2.0,8.0,4,16.0,25.3928945613868,0.1523954662348795
Patriot Viper Elite II 16 GB,39.99,3600,11.111,20.0,2.0,8.0,4,16.0,90.0225056264066,0.4001000250062515
G.Skill Trident Z 64 GB,2696.12,3600,9.444,17.0,4.0,16.0,4,64.0,1.335252140112458,0.023737815824221475
Kingston Server Premier 16 GB,92.63,5200,16.154,42.0,1.0,16.0,5,16.0,56.13732052250891,0.1727302169923351
Crucial Ballistix Sport LT 8 GB,39.0,2400,13.333,16.0,2.0,4.0,4,8.0,61.53846153846154,0.20512820512820512
G.Skill Ripjaws 64 GB,214.99,5600,14.286,40.0,2.0,32.0,5,64.0,26.04772314991395,0.2976882645704451
Kingston FURY Renegade 32 GB,141.94,6000,10.667,32.0,2.0,16.0,5,32.0,42.27138227420037,0.22544737212906862
G.Skill Ripjaws V 64 GB,124.99,2666,13.503,18.0,2.0,32.0,4,64.0,21.32970637651012,0.5120409632770622
G.Skill Ripjaws S5 32 GB,104.99,5600,10.714,30.0,2.0,16.0,5,32.0,53.33841318220783,0.304790932469759
Kingston FURY Beast RGB 16 GB,59.99,3600,10.0,18.0,1.0,16.0,4,16.0,60.01000166694449,0.26671111851975327
Timetec PINNACLE Konduit RGB 16 GB,48.99,3200,10.0,16.0,2.0,8.0,4,16.0,65.31945294958155,0.32659726474790773
Patriot Viper Steel 16 GB,44.99,3733,9.108,17.0,2.0,8.0,4,16.0,82.97399422093798,0.3556345854634363
Kingston FURY Beast 16 GB,62.16,3733,10.179,19.0,2.0,8.0,4,16.0,60.054697554697555,0.2574002574002574
TEAMGROUP Elite 32 GB,85.99,5200,16.154,42.0,1.0,32.0,5,32.0,60.472147924177236,0.37213629491801375
Corsair Vengeance LPX 8 GB,24.99,2400,11.667,14.0,1.0,8.0,4,8.0,96.03841536614647,0.3201280512204882
TEAMGROUP Elite 16 GB,30.99,3200,13.75,22.0,2.0,8.0,4,16.0,103.2591158438206,0.516295579219103
TEAMGROUP Elite 64 GB,119.99,3200,13.75,22.0,2.0,32.0,4,64.0,26.66888907408951,0.5333777814817902
G.Skill Trident Z5 RGB 32 GB,116.99,5600,10.714,30.0,2.0,16.0,5,32.0,47.867339088811015,0.27352765193606293
TEAMGROUP Xtreem 32 GB,229.99,8000,9.5,38.0,2.0,16.0,5,32.0,34.78412104874125,0.139136484194965
G.Skill Ripjaws V 16 GB,39.99,3000,10.667,16.0,2.0,8.0,4,16.0,75.01875468867216,0.4001000250062515
G.Skill Trident Z5 RGB 48 GB,214.99,7200,10.0,36.0,2.0,24.0,5,48.0,33.48992976417507,0.22326619842783385
Kingston FURY Beast 32 GB,110.08,3733,10.179,19.0,2.0,16.0,4,32.0,33.91170058139535,0.29069767441860467
V-Color Prism Pro 32 GB,68.99,3600,10.0,18.0,2.0,16.0,4,32.0,52.18147557617046,0.4638353384548486
Kingston FURY Renegade 64 GB,229.99,6000,10.667,32.0,2.0,32.0,5,64.0,26.088090786555938,0.27827296838993
TEAMGROUP T-Force Vulcan Z 16 GB,40.46,3200,10.0,16.0,1.0,16.0,4,16.0,79.09045971329708,0.3954522985664854
Corsair Vengeance RGB Pro 16 GB,64.98,3000,10.0,15.0,2.0,8.0,4,16.0,46.16805170821791,0.24622960911049552
Mushkin Enhanced Redline Stiletto 16 GB,80.98,3600,7.778,14.0,2.0,8.0,4,16.0,44.455421091627564,0.19757964929612248
G.Skill Ripjaws V 32 GB,74.98,2666,11.253,15.0,2.0,16.0,4,32.0,35.556148306214986,0.4267804747932782
G.Skill Ripjaws V 16 GB,89.99,4000,8.0,16.0,2.0,8.0,4,16.0,44.4493832648072,0.17779753305922882
Corsair Dominator Platinum RGB 16 GB,79.98,3200,10.0,16.0,2.0,8.0,4,16.0,40.010002500625156,0.20005001250312576
Corsair Vengeance LPX 16 GB,39.98,3200,11.25,18.0,2.0,8.0,4,16.0,80.04002001000501,0.40020010005002504
Kingston Fury Beast RGB Special Edition 16 GB,68.0,3600,9.444,17.0,2.0,8.0,4,16.0,52.94117647058823,0.23529411764705882
TEAMGROUP T-Force Delta RGB 64 GB,174.99,5600,12.857,36.0,2.0,32.0,5,64.0,32.00182867592434,0.36573518486770673
TEAMGROUP T-Force Vulcan 16 GB,91.31,5200,15.385,40.0,1.0,16.0,5,16.0,56.94885554703756,0.17522724783703866
Silicon Power XPOWER Zenith RGB Gaming 64 GB,184.99,6000,10.0,30.0,2.0,32.0,5,64.0,32.434185631655765,0.3459646467376615
Corsair Vengeance LPX 64 GB,144.99,2133,12.189,13.0,4.0,16.0,4,64.0,14.711359404096834,0.441409752396717
OLOy MD4U323216DJDA 64 GB,124.99,3200,10.0,16.0,2.0,32.0,4,64.0,25.60204816385311,0.5120409632770622
Corsair Dominator Platinum RGB 32 GB,149.99,4000,9.0,18.0,2.0,16.0,4,32.0,26.668444562970862,0.2133475565037669
Kingston FURY Beast RGB 16 GB,55.99,3200,10.0,16.0,1.0,16.0,4,16.0,57.15306304697267,0.28576531523486337
G.Skill Trident Z 32 GB,199.0,3200,9.375,15.0,2.0,16.0,4,32.0,16.08040201005025,0.16080402010050251
Patriot Viper Venom RGB 32 GB,112.99,6200,12.903,40.0,2.0,16.0,5,32.0,54.87211257633419,0.2832109036197894
G.Skill Trident Z5 RGB 32 GB,112.99,6000,10.0,30.0,2.0,16.0,5,32.0,53.10204442871051,0.2832109036197894
Corsair Vengeance RGB 32 GB,127.99,6000,12.0,36.0,2.0,16.0,5,32.0,46.87866239549965,0.25001953277599814
TEAMGROUP Xtreem ARGB 32 GB,239.99,8000,9.5,38.0,2.0,16.0,5,32.0,33.334722280095,0.13333888912038
Corsair Vengeance LPX 32 GB,67.98,2666,12.003,16.0,1.0,32.0,4,32.0,39.2174168873198,0.4707266843189173
G.Skill Trident Z RGB 64 GB,516.85,3200,10.0,16.0,4.0,16.0,4,64.0,6.19135145593499,0.1238270291186998
TEAMGROUP T-Force Vulcan Z 8 GB,25.76,3200,10.0,16.0,1.0,8.0,4,8.0,124.22360248447204,0.3105590062111801
Crucial CT8G4DFS832A 8 GB,22.0,3200,13.75,22.0,1.0,8.0,4,8.0,145.45454545454547,0.36363636363636365
Kingston FURY Beast RGB 16 GB,70.67,5200,13.846,36.0,1.0,16.0,5,16.0,73.58143483797934,0.22640441488609028
Kingston FURY Renegade 16 GB,162.38,8000,9.5,38.0,1.0,16.0,5,16.0,49.267151126986086,0.09853430225397217
Corsair Vengeance RGB Pro 16 GB,86.2,3200,10.0,16.0,1.0,16.0,4,16.0,37.12296983758701,0.18561484918793503
TEAMGROUP Elite 16 GB,30.99,3200,13.75,22.0,1.0,16.0,4,16.0,103.2591158438206,0.516295579219103
Corsair Vengeance RGB Pro SL 64 GB,194.99,3600,10.0,18.0,4.0,16.0,4,64.0,18.462485255654137,0.32822196010051796
Klevv BOLT V 32 GB,113.99,6800,10.0,34.0,2.0,16.0,5,32.0,59.65435564523204,0.2807263795069743
Crucial CT32G4DFD8266 32 GB,73.37,2666,14.254,19.0,1.0,32.0,4,32.0,36.336377265912496,0.4361455635818454
G.Skill Trident Z RGB 64 GB,129.99,2666,13.503,18.0,2.0,32.0,4,64.0,20.509269943841833,0.49234556504346483
Patriot Viper Xtreme 5 RGB 32 GB,194.99,8000,9.5,38.0,2.0,16.0,5,32.0,41.02774501256474,0.16411098005025898
G.Skill Trident Z5 32 GB,107.99,5600,12.857,36.0,2.0,16.0,5,32.0,51.856653393832765,0.29632373367904435
Kingston Fury Renegade RGB 32 GB,184.99,6800,10.588,36.0,2.0,16.0,5,32.0,36.758743715876534,0.17298232336883074
Kingston FURY Renegade 16 GB,92.07,6400,10.0,32.0,1.0,16.0,5,16.0,69.51232757684372,0.17378081894210928
PNY Performance 16 GB,187.99,4800,16.667,40.0,1.0,16.0,5,16.0,25.53327304643864,0.08511091015479547
