name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram
Klevv CRAS X RGB 16 GB,48.99,3600,10.0,18.0,2.0,8.0,4,16.0
Kingston FURY Renegade 48 GB,185.72,6000,10.667,32.0,1.0,48.0,5,48.0
Corsair Vengeance RGB 32 GB,129.99,5600,12.857,36.0,2.0,16.0,5,32.0
Kingston FURY Renegade 32 GB,129.99,6000,10.667,32.0,2.0,16.0,5,32.0
G.Skill Flare X5 64 GB,189.99,5600,12.857,36.0,2.0,32.0,5,64.0
Silicon Power XPOWER Turbine RGB 32 GB,68.99,3200,10.0,16.0,2.0,16.0,4,32.0
Crucial CT2K16G4DFRA32A 32 GB,69.69,3200,13.75,22.0,2.0,16.0,4,32.0
Corsair Dominator Titanium 32 GB,167.99,6000,10.0,30.0,2.0,16.0,5,32.0
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,209.99,5600,10.0,28.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 32 GB,111.08,3600,10.0,18.0,2.0,16.0,4,32.0
G.Skill Trident Z5 RGB 64 GB,204.99,6000,12.0,36.0,2.0,32.0,5,64.0
TEAMGROUP T-Create Expert 64 GB,194.99,6400,10.625,34.0,2.0,32.0,5,64.0
Corsair Dominator Titanium 48 GB,239.99,7000,10.286,36.0,2.0,24.0,5,48.0
G.Skill Ripjaws V 64 GB,127.99,3200,10.0,16.0,2.0,32.0,4,64.0
TEAMGROUP T-Force Delta RGB 32 GB,124.99,7000,9.714,34.0,2.0,16.0,5,32.0
Corsair Vengeance RGB Pro 16 GB,49.99,3600,10.0,18.0,1.0,16.0,4,16.0
Patriot Viper Steel 16 GB,32.99,3200,10.0,16.0,1.0,16.0,4,16.0
Corsair Vengeance LPX 8 GB,24.99,2666,12.003,16.0,1.0,8.0,4,8.0
Patriot Viper Venom 64 GB,164.99,5600,12.857,36.0,2.0,32.0,5,64.0
Corsair Vengeance RGB Pro 32 GB,124.99,3600,10.0,18.0,4.0,8.0,4,32.0
Corsair ValueSelect 16 GB,39.99,2133,14.065,15.0,1.0,16.0,4,16.0
Mushkin Redline 32 GB,261.99,3600,8.889,16.0,2.0,16.0,4,32.0
Acer Predator Vesta II RGB 32 GB,280.99,6000,10.0,30.0,2.0,16.0,5,32.0
G.Skill Aegis 32 GB,72.98,3200,10.0,16.0,4.0,8.0,4,32.0
Kingston KSM48R40BD4TMM-64HMR 64 GB,247.19,4800,16.667,40.0,1.0,64.0,5,64.0
Corsair Dominator Platinum RGB 64 GB,224.99,3600,10.0,18.0,2.0,32.0,4,64.0
Corsair Vengeance 32 GB,124.99,6200,10.323,32.0,2.0,16.0,5,32.0
G.Skill Trident Z5 32 GB,117.99,6400,10.0,32.0,2.0,16.0,5,32.0
Kingston FURY Beast 8 GB,39.99,5600,14.286,40.0,1.0,8.0,5,8.0
ADATA XPG GAMMIX D20 16 GB,69.08,3200,10.0,16.0,2.0,8.0,4,16.0
Silicon Power SP064GBLVU560FD2AD 64 GB,149.99,5600,16.429,46.0,2.0,32.0,5,64.0
Corsair Vengeance LPX 16 GB,37.99,2666,12.003,16.0,1.0,16.0,4,16.0
TEAMGROUP Elite 16 GB,35.99,2666,14.254,19.0,2.0,8.0,4,16.0
ADATA XPG LANCER RGB 64 GB,393.01,6400,10.0,32.0,2.0,32.0,5,64.0
G.Skill Trident Z5 32 GB,112.99,6000,12.0,36.0,2.0,16.0,5,32.0
Corsair Vengeance RGB 48 GB,160.0,6000,12.0,36.0,2.0,24.0,5,48.0
Patriot Signature Line 16 GB,60.99,4800,16.667,40.0,2.0,8.0,5,16.0
Corsair Dominator Platinum RGB 64 GB,219.99,5200,15.385,40.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 16 GB,69.99,6000,12.0,36.0,1.0,16.0,5,16.0
Patriot Viper Elite II 16 GB,34.99,3200,11.25,18.0,1.0,16.0,4,16.0
G.Skill Trident Z RGB 16 GB,63.99,4000,9.0,18.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 32 GB,189.99,7200,9.444,34.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 64 GB,214.99,6000,10.0,30.0,2.0,32.0,5,64.0
G.Skill Trident Z5 Neo RGB 32 GB,117.99,6000,12.0,36.0,2.0,16.0,5,32.0
V-Color XSky RGB 32 GB,109.99,6000,12.0,36.0,2.0,16.0,5,32.0
G.Skill Ripjaws S5 32 GB,102.99,5200,13.846,36.0,2.0,16.0,5,32.0
Patriot Viper Xtreme 5 48 GB,244.99,8200,9.268,38.0,2.0,24.0,5,48.0
Corsair Vengeance 32 GB,107.99,5600,14.286,40.0,2.0,16.0,5,32.0
Kingston FURY Beast RGB 32 GB,130.94,5200,15.385,40.0,2.0,16.0,5,32.0
G.Skill Trident Z RGB 16 GB,62.99,3600,8.889,16.0,2.0,8.0,4,16.0
G.Skill Flare X5 64 GB,179.99,5200,13.846,36.0,2.0,32.0,5,64.0
Corsair Vengeance 64 GB,259.99,6200,10.323,32.0,4.0,16.0,5,64.0
Kingston FURY Beast RGB 16 GB,68.7,3600,9.444,17.0,2.0,8.0,4,16.0
Silicon Power XPOWER Zenith Gaming 64 GB,181.99,6000,10.0,30.0,2.0,32.0,5,64.0
Corsair Dominator Titanium 48 GB,229.99,6000,10.0,30.0,2.0,24.0,5,48.0
TEAMGROUP T-Force Vulcan 64 GB,179.99,6000,12.667,38.0,2.0,32.0,5,64.0
Corsair Dominator Platinum RGB 32 GB,144.99,5200,15.385,40.0,2.0,16.0,5,32.0
Kingston FURY 16 GB,71.29,5200,15.385,40.0,1.0,16.0,5,16.0
Corsair Vengeance RGB RS 32 GB,92.99,3600,10.0,18.0,2.0,16.0,4,32.0
Corsair Vengeance RGB 32 GB,124.99,6200,11.613,36.0,2.0,16.0,5,32.0
OLOy ND4U1632161DJ0DA 32 GB,61.99,3200,10.0,16.0,2.0,16.0,4,32.0
TEAMGROUP Elite 32 GB,55.99,3200,13.75,22.0,1.0,32.0,4,32.0
TEAMGROUP T-Force Vulcan Z 16 GB,34.99,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 32 GB,97.99,3600,8.889,16.0,4.0,8.0,4,32.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,98.97,6000,10.0,30.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 64 GB,142.99,3600,10.0,18.0,4.0,16.0,4,64.0
Corsair Vengeance RGB 32 GB,159.99,7000,11.429,40.0,2.0,16.0,5,32.0
Patriot Viper Elite 5 RGB 16 GB,55.99,6000,14.0,42.0,1.0,16.0,5,16.0
Corsair Vengeance RGB Pro SL 32 GB,81.99,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro 16 GB,69.98,3000,10.667,16.0,2.0,8.0,4,16.0
G.Skill Trident Z Neo 64 GB,189.99,3600,8.889,16.0,2.0,32.0,4,64.0
TEAMGROUP T-Force Delta RGB 32 GB,99.99,6200,12.258,38.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 16 GB,39.99,3200,10.0,16.0,2.0,8.0,4,16.0
Patriot Viper 4 Blackout 8 GB,24.99,3200,11.875,19.0,2.0,4.0,4,8.0
Kingston FURY Beast 32 GB,125.45,6000,13.333,40.0,2.0,16.0,5,32.0
ADATA XPG LANCER 32 GB,98.0,5200,14.615,38.0,2.0,16.0,5,32.0
Patriot Viper Elite II 16 GB,32.99,4000,10.0,20.0,1.0,16.0,4,16.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,65.98,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 8 GB,29.99,2400,13.333,16.0,2.0,4.0,4,8.0
ADATA Premier 16 GB,52.12,4800,16.667,40.0,1.0,16.0,5,16.0
G.Skill Trident Z5 RGB 64 GB,209.99,5600,10.0,28.0,2.0,32.0,5,64.0
Patriot Viper Elite 5 RGB 48 GB,131.74,6000,14.0,42.0,2.0,24.0,5,48.0
Mushkin Redline Lumina White 32 GB,124.99,6400,9.375,30.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 64 GB,249.99,6000,13.333,40.0,2.0,32.0,5,64.0
Timetec PINNACLE Konduit 16 GB,33.99,3600,10.0,18.0,1.0,16.0,4,16.0
Patriot Viper Steel 64 GB,132.99,3600,10.0,18.0,2.0,32.0,4,64.0
TEAMGROUP T-Force Delta RGB 64 GB,134.99,3200,10.0,16.0,2.0,32.0,4,64.0
Lexar Ares RGB 32 GB,74.98,3600,10.0,18.0,2.0,16.0,4,32.0
G.Skill Trident Z5 RGB 64 GB,214.99,6000,10.0,30.0,2.0,32.0,5,64.0
G.Skill Ripjaws V 32 GB,66.98,3200,10.0,16.0,1.0,32.0,4,32.0
G.Skill Trident Z Neo 32 GB,115.99,3600,10.0,18.0,4.0,8.0,4,32.0
Corsair Vengeance 32 GB,142.99,7000,11.429,40.0,2.0,16.0,5,32.0
G.Skill Trident Z Neo 32 GB,84.99,3600,10.0,18.0,2.0,16.0,4,32.0
Klevv CRAS X RGB 32 GB,68.98,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston Fury Beast RGB Special Edition 32 GB,107.99,3600,10.0,18.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro SL 32 GB,124.99,4000,9.0,18.0,2.0,16.0,4,32.0
TEAMGROUP T-Create Expert 32 GB,94.99,6400,12.5,40.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Vulcan 32 GB,91.99,6000,12.667,38.0,2.0,16.0,5,32.0
Corsair Vengeance RGB 32 GB,205.21,5600,12.857,36.0,2.0,16.0,5,32.0
TEAMGROUP Elite Plus 32 GB,76.98,4800,16.667,40.0,1.0,32.0,5,32.0
Corsair Dominator Titanium 64 GB,339.99,6000,12.0,36.0,4.0,16.0,5,64.0
ADATA XPG SPECTRIX D50 16 GB,58.11,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 8 GB,34.98,3200,10.0,16.0,1.0,8.0,4,8.0
Corsair Vengeance RGB 48 GB,192.99,6000,10.0,30.0,2.0,24.0,5,48.0
Silicon Power XPOWER Zenith Gaming 64 GB,181.99,6000,10.0,30.0,2.0,32.0,5,64.0
G.Skill Ripjaws V 32 GB,74.98,3600,10.0,18.0,2.0,16.0,4,32.0
Patriot Signature Premium 16 GB,34.99,2666,14.254,19.0,2.0,8.0,4,16.0
Lexar Ares RGB 32 GB,129.99,7200,9.444,34.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 32 GB,159.99,6000,12.0,36.0,2.0,16.0,5,32.0
TEAMGROUP Elite 32 GB,56.99,2666,14.254,19.0,2.0,16.0,4,32.0
TEAMGROUP Elite 16 GB,29.99,2666,14.254,19.0,1.0,16.0,4,16.0
TEAMGROUP T-Force Vulcan Z 8 GB,26.11,3200,10.0,16.0,1.0,8.0,4,8.0
Corsair Dominator Titanium First Edition 48 GB,289.99,7200,10.0,36.0,2.0,24.0,5,48.0
Corsair Vengeance LPX 8 GB,24.99,3600,10.0,18.0,1.0,8.0,4,8.0
Corsair Vengeance 48 GB,149.99,5200,14.615,38.0,2.0,24.0,5,48.0
Kingston FURY Beast 64 GB,192.99,5200,15.385,40.0,2.0,32.0,5,64.0
Corsair Vengeance RGB 64 GB,184.99,5200,15.385,40.0,2.0,32.0,5,64.0
G.Skill TridentZ RGB 16 GB,189.0,4000,8.5,17.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 64 GB,284.99,6400,10.0,32.0,2.0,32.0,5,64.0
Corsair Dominator Titanium First Edition 64 GB,324.99,6000,10.0,30.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 32 GB,164.99,7600,9.474,36.0,2.0,16.0,5,32.0
Patriot Viper Elite II 8 GB,17.98,3200,11.25,18.0,1.0,8.0,4,8.0
Corsair Vengeance LPX 16 GB,49.98,3200,10.0,16.0,1.0,16.0,4,16.0
G.Skill Ripjaws V 64 GB,3766.56,2800,10.0,14.0,4.0,16.0,4,64.0
Corsair Dominator Platinum RGB 16 GB,88.49,3600,10.0,18.0,2.0,8.0,4,16.0
TEAMGROUP T-Create Classic 64 GB,164.99,5600,16.429,46.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 32 GB,117.99,6000,12.0,36.0,2.0,16.0,5,32.0
Patriot Viper Venom 32 GB,114.99,7400,9.73,36.0,2.0,16.0,5,32.0
TEAMGROUP T-Create Expert 48 GB,189.99,7200,9.444,34.0,2.0,24.0,5,48.0
TEAMGROUP T-Force Vulcan alpha 32 GB,137.82,6000,12.667,38.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 32 GB,127.99,6600,10.303,34.0,2.0,16.0,5,32.0
Crucial CT8G4DFS8266 8 GB,18.89,2666,14.254,19.0,1.0,8.0,4,8.0
Corsair Vengeance RGB Pro 8 GB,39.98,3200,10.0,16.0,1.0,8.0,4,8.0
Patriot Viper Elite II 64 GB,114.99,3600,11.111,20.0,2.0,32.0,4,64.0
ADATA XPG GAMMIX D20 32 GB,119.74,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance LPX 16 GB,44.99,3600,10.0,18.0,1.0,16.0,4,16.0
Corsair Dominator Platinum RGB 64 GB,264.99,6000,10.0,30.0,2.0,32.0,5,64.0
Patriot Viper Venom RGB 32 GB,114.99,6000,12.0,36.0,2.0,16.0,5,32.0
Silicon Power XPOWER Turbine RGB 16 GB,45.99,3200,10.0,16.0,2.0,8.0,4,16.0
Patriot Viper Elite 5 RGB 32 GB,129.99,7000,10.857,38.0,2.0,16.0,5,32.0
Kingston KTH-PL426LQ/64G 64 GB,632.0,2666,14.254,19.0,1.0,64.0,4,64.0
G.Skill Ripjaws V 32 GB,67.98,3600,10.556,19.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal 64 GB,166.99,3600,10.0,18.0,2.0,32.0,4,64.0
Corsair Vengeance RGB 64 GB,219.99,5600,12.857,36.0,2.0,32.0,5,64.0
Corsair Vengeance LPX 64 GB,165.0,3600,10.0,18.0,4.0,16.0,4,64.0
G.Skill Ripjaws S5 64 GB,197.99,6000,12.0,36.0,2.0,32.0,5,64.0
OLOy Blade RGB 32 GB,105.0,6400,11.25,36.0,2.0,16.0,5,32.0
Corsair Vengeance 32 GB,139.99,6800,11.765,40.0,2.0,16.0,5,32.0
Mushkin Enhanced Redline Stiletto 32 GB,82.99,3600,8.889,16.0,2.0,16.0,4,32.0
Klevv BOLT X 32 GB,62.99,3600,10.0,18.0,2.0,16.0,4,32.0
TEAMGROUP T-Force Delta RGB 64 GB,134.99,3600,10.0,18.0,2.0,32.0,4,64.0
Corsair Dominator Titanium First Edition 32 GB,234.99,7200,9.444,34.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 48 GB,204.99,7200,10.0,36.0,2.0,24.0,5,48.0
Corsair Vengeance 64 GB,224.99,6000,13.333,40.0,2.0,32.0,5,64.0
TEAMGROUP T-Force Vulcan Z 16 GB,51.19,3600,10.0,18.0,1.0,16.0,4,16.0
G.Skill Trident Z Neo 64 GB,146.99,3600,10.0,18.0,2.0,32.0,4,64.0
Mushkin Redline ST 32 GB,104.99,6000,10.0,30.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 32 GB,171.76,6400,10.0,32.0,2.0,16.0,5,32.0
Patriot Viper 4 Blackout 16 GB,44.99,3200,10.0,16.0,2.0,8.0,4,16.0
Kingston FURY Beast 16 GB,57.99,4800,15.833,38.0,1.0,16.0,5,16.0
G.Skill Trident Z5 64 GB,206.99,6000,10.667,32.0,2.0,32.0,5,64.0
TEAMGROUP T-Force Delta RGB 32 GB,159.99,7600,9.474,36.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Delta RGB 48 GB,199.99,7200,9.444,34.0,2.0,24.0,5,48.0
G.Skill Trident Z5 64 GB,240.9,6000,10.0,30.0,2.0,32.0,5,64.0
Corsair Vengeance 64 GB,224.99,6000,13.333,40.0,2.0,32.0,5,64.0
G.Skill Ripjaws S5 64 GB,199.99,5600,12.857,36.0,2.0,32.0,5,64.0
Corsair Vengeance RGB 32 GB,149.99,6800,11.765,40.0,2.0,16.0,5,32.0
Corsair Vengeance RGB 32 GB,114.99,5600,14.286,40.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Delta RGB 32 GB,114.99,6800,10.0,34.0,2.0,16.0,5,32.0
G.Skill Trident Z RGB 16 GB,55.99,3000,10.667,16.0,2.0,8.0,4,16.0
Klevv CRAS X RGB 16 GB,46.99,3200,10.0,16.0,2.0,8.0,4,16.0
Klevv CRAS X RGB 32 GB,70.98,3600,10.0,18.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro SL 16 GB,51.99,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 32 GB,169.99,6000,12.0,36.0,2.0,16.0,5,32.0
Patriot Viper Elite II 32 GB,59.99,3200,11.25,18.0,1.0,32.0,4,32.0
Patriot Viper Steel 8 GB,19.98,3000,10.667,16.0,1.0,8.0,4,8.0
Crucial CT2K8G4DFS8266 16 GB,53.99,2666,14.254,19.0,2.0,8.0,4,16.0
Kingston FURY Beast 16 GB,50.37,2666,12.003,16.0,2.0,8.0,4,16.0
G.Skill Flare X5 32 GB,101.99,5200,13.846,36.0,2.0,16.0,5,32.0
Crucial CT32G4DFD832A 32 GB,65.98,3200,13.75,22.0,1.0,32.0,4,32.0
G.Skill Trident Z5 RGB 32 GB,239.99,8000,9.5,38.0,2.0,16.0,5,32.0
Kingston FURY Beast RGB 64 GB,219.99,5600,14.286,40.0,2.0,32.0,5,64.0
Crucial CT8G4DFRA266 8 GB,16.98,2666,14.254,19.0,1.0,8.0,4,8.0
TEAMGROUP T-Force Zeus 32 GB,55.99,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston FURY Renegade 64 GB,239.99,6000,10.667,32.0,2.0,32.0,5,64.0
G.Skill Ripjaws V 8 GB,33.99,3200,10.0,16.0,2.0,4.0,4,8.0
G.Skill Ripjaws V 64 GB,2601.42,3000,9.333,14.0,4.0,16.0,4,64.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,169.99,3600,7.778,14.0,2.0,16.0,4,32.0
Kingston FURY Beast 64 GB,159.99,3600,10.0,18.0,2.0,32.0,4,64.0
G.Skill Aegis 16 GB,32.99,2133,14.065,15.0,1.0,16.0,4,16.0
Corsair Vengeance RGB 32 GB,134.07,6000,12.0,36.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 32 GB,127.99,6600,10.303,34.0,2.0,16.0,5,32.0
G.Skill Trident Z RGB 64 GB,554.16,3600,7.778,14.0,4.0,16.0,4,64.0
Corsair Dominator Platinum RGB 64 GB,254.99,3600,10.0,18.0,4.0,16.0,4,64.0
Corsair Vengeance 32 GB,104.99,5600,14.286,40.0,1.0,32.0,5,32.0
Patriot Viper Venom 32 GB,102.99,6200,12.903,40.0,2.0,16.0,5,32.0
Corsair Vengeance RGB RS 16 GB,62.99,3600,10.0,18.0,2.0,8.0,4,16.0
Patriot Signature Premium 8 GB,18.98,2666,14.254,19.0,1.0,8.0,4,8.0
Kingston FURY Beast RGB 8 GB,38.09,3200,10.0,16.0,1.0,8.0,4,8.0
G.Skill Ripjaws V 32 GB,139.99,4600,8.261,19.0,2.0,16.0,4,32.0
G.Skill Trident Z5 RGB 48 GB,184.99,6400,10.0,32.0,2.0,24.0,5,48.0
Kingston Fury Renegade RGB 64 GB,249.99,6400,10.0,32.0,2.0,32.0,5,64.0
Corsair Vengeance LPX 32 GB,74.98,3000,10.667,16.0,1.0,32.0,4,32.0
Patriot Viper Elite 5 RGB 32 GB,89.99,5600,13.571,38.0,1.0,32.0,5,32.0
Corsair Vengeance RGB Pro SL 32 GB,92.99,3200,10.0,16.0,4.0,8.0,4,32.0
TEAMGROUP T-Force Delta RGB 32 GB,209.99,8000,9.5,38.0,2.0,16.0,5,32.0
Corsair Vengeance 64 GB,289.99,6400,10.0,32.0,4.0,16.0,5,64.0
Corsair Vengeance 32 GB,156.44,7000,9.714,34.0,2.0,16.0,5,32.0
Patriot Viper Steel RGB 16 GB,48.99,3600,11.111,20.0,2.0,8.0,4,16.0
GOODRAM IRDM PRO 8 GB,80.86,3600,10.0,18.0,1.0,8.0,4,8.0
PNY XLR8 Gaming MAKO 32 GB,199.99,5600,12.857,36.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 64 GB,219.99,4000,9.0,18.0,4.0,16.0,4,64.0
Kingston Fury Renegade RGB 16 GB,72.99,6000,10.667,32.0,1.0,16.0,5,16.0
Patriot Viper Xtreme 5 RGB 48 GB,249.99,8000,9.5,38.0,2.0,24.0,5,48.0
Kingston FURY Beast 64 GB,217.99,6000,13.333,40.0,2.0,32.0,5,64.0
Corsair Dominator Platinum RGB 32 GB,164.99,6000,10.0,30.0,2.0,16.0,5,32.0
Kingston FURY Beast RGB 32 GB,140.94,6000,13.333,40.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Delta RGB 32 GB,159.99,7600,9.474,36.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 16 GB,79.99,4000,9.5,19.0,2.0,8.0,4,16.0
Corsair Vengeance RGB 64 GB,249.99,5600,12.857,36.0,4.0,16.0,5,64.0
Corsair Vengeance 32 GB,114.99,6200,11.613,36.0,2.0,16.0,5,32.0
PNY XLR8 Gaming EPIC-X RGB 32 GB,71.98,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston FURY Beast 8 GB,40.01,4800,15.833,38.0,1.0,8.0,5,8.0
Corsair Vengeance 64 GB,239.99,5600,12.857,36.0,4.0,16.0,5,64.0
G.Skill Trident Z5 RGB 32 GB,117.99,6000,12.0,36.0,2.0,16.0,5,32.0
Corsair Dominator Titanium 48 GB,229.99,6000,10.0,30.0,2.0,24.0,5,48.0
G.Skill Trident Z5 RGB 48 GB,162.99,6400,11.25,36.0,2.0,24.0,5,48.0
Corsair Vengeance 48 GB,189.99,7000,11.429,40.0,2.0,24.0,5,48.0
Patriot Viper Steel RGB 32 GB,83.99,3600,11.111,20.0,2.0,16.0,4,32.0
G.Skill Aegis 32 GB,62.99,2666,14.254,19.0,2.0,16.0,4,32.0
Kingston FURY Renegade 32 GB,238.26,7200,10.556,38.0,2.0,16.0,5,32.0
Kingston FURY Beast 32 GB,122.98,5600,14.286,40.0,2.0,16.0,5,32.0
G.Skill Trident Z 16 GB,49.99,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Trident Z5 RGB 32 GB,117.99,5600,10.0,28.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 32 GB,117.99,3600,10.0,18.0,2.0,16.0,4,32.0
Corsair Dominator Platinum RGB 16 GB,89.99,3600,10.0,18.0,2.0,8.0,4,16.0
Kingston FURY Beast RGB 8 GB,38.99,5200,15.385,40.0,1.0,8.0,5,8.0
G.Skill Ripjaws V 32 GB,166.93,3200,8.75,14.0,2.0,16.0,4,32.0
TEAMGROUP T-Force DELTAα RGB 32 GB,104.99,6000,12.667,38.0,2.0,16.0,5,32.0
Mushkin Enhanced Redline 64 GB,167.99,5600,12.857,36.0,2.0,32.0,5,64.0
Patriot Viper Elite II 16 GB,31.99,3600,11.111,20.0,1.0,16.0,4,16.0
Patriot Viper Venom 32 GB,107.99,6800,10.0,34.0,2.0,16.0,5,32.0
G.Skill Ripjaws S5 48 GB,174.99,6800,10.0,34.0,2.0,24.0,5,48.0
Patriot Viper Steel 64 GB,127.99,3200,10.0,16.0,2.0,32.0,4,64.0
Kingston FURY Beast 32 GB,98.55,3200,10.0,16.0,4.0,8.0,4,32.0
Kingston FURY 64 GB,259.99,5600,14.286,40.0,4.0,16.0,5,64.0
Corsair Vengeance RGB Pro 32 GB,90.98,2666,12.003,16.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal 16 GB,91.8,3600,10.0,18.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM RGB 16 GB,110.42,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro 16 GB,64.98,3600,10.0,18.0,2.0,8.0,4,16.0
GeIL Orion AMD Edition 16 GB,39.99,3600,10.0,18.0,2.0,8.0,4,16.0
TEAMGROUP T-Create Expert 64 GB,124.99,3600,10.0,18.0,2.0,32.0,4,64.0
Corsair Vengeance RGB 32 GB,109.99,5200,15.385,40.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 48 GB,229.99,7600,10.0,38.0,2.0,24.0,5,48.0
GOODRAM IRDM PRO 16 GB,80.66,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 32 GB,104.99,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston FURY Renegade 32 GB,139.99,6400,10.0,32.0,2.0,16.0,5,32.0
Kingston FURY Renegade 32 GB,249.99,8000,9.5,38.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 32 GB,113.99,5200,13.846,36.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 32 GB,94.99,3600,8.889,16.0,4.0,8.0,4,32.0
Patriot Viper Venom 32 GB,104.99,5600,12.857,36.0,2.0,16.0,5,32.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,45.97,3200,10.0,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB,49.99,3200,10.0,16.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 64 GB,189.47,3600,8.889,16.0,2.0,32.0,4,64.0
Corsair Vengeance LPX 32 GB,94.99,3200,10.0,16.0,4.0,8.0,4,32.0
Patriot Viper 4 Blackout 32 GB,64.98,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro 32 GB,139.99,3600,10.0,18.0,4.0,8.0,4,32.0
Corsair Vengeance RGB RT 32 GB,124.99,4000,9.0,18.0,2.0,16.0,4,32.0
G.Skill Ripjaws V 16 GB,41.83,2133,14.065,15.0,2.0,8.0,4,16.0
G.Skill Ripjaws S5 64 GB,199.99,6000,10.667,32.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 32 GB,131.47,4800,15.833,38.0,2.0,16.0,5,32.0
Patriot Viper 4 Blackout 32 GB,69.98,3600,10.0,18.0,2.0,16.0,4,32.0
Patriot Viper Steel RGB 32 GB,76.98,3200,11.25,18.0,2.0,16.0,4,32.0
Kingston FURY Renegade 32 GB,134.99,6400,10.0,32.0,1.0,32.0,5,32.0
Kingston FURY Renegade 48 GB,226.16,6400,10.0,32.0,1.0,48.0,5,48.0
G.Skill Trident Z5 32 GB,116.99,6000,10.0,30.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 8 GB,24.99,2400,13.333,16.0,1.0,8.0,4,8.0
Crucial CT2K16G4RFD4213 32 GB,64.98,2133,14.065,15.0,2.0,16.0,4,32.0
Corsair Vengeance RGB 32 GB,157.99,7000,10.286,36.0,2.0,16.0,5,32.0
Crucial CT2K4G4DFS824A 8 GB,25.99,2400,14.167,17.0,2.0,4.0,4,8.0
Kingston FURY Renegade 16 GB,70.98,3600,8.889,16.0,2.0,8.0,4,16.0
Timetec PINNACLE Konduit 16 GB,47.55,3600,10.0,18.0,2.0,8.0,4,16.0
Kingston FURY Beast 8 GB,29.31,3600,9.444,17.0,1.0,8.0,4,8.0
Corsair Vengeance RGB 48 GB,209.99,7200,10.0,36.0,2.0,24.0,5,48.0
Patriot Viper Elite 5 RGB 32 GB,99.99,6000,14.0,42.0,1.0,32.0,5,32.0
GOODRAM IRDM PRO 32 GB,128.21,3600,10.0,18.0,2.0,16.0,4,32.0
Crucial CT8G4DFD8213 8 GB,21.0,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Trident Z RGB 16 GB,133.37,4400,7.273,16.0,2.0,8.0,4,16.0
